"dim","culture","mean.est","mean.cilo","mean.cihi","mean.pval","sd.est","sd.cilo","sd.cihi","distr.lo","distr.hi","other.culture.mean","other.nhs.region.mean","other.glotto.mean","other.world.mean","other.hraf.region.mean","other.hraf.subregion.mean","other.hraf.subsistence.mean","nhs_region","hraf_region","hraf_subregion","hraf_subsistence","ncites","npassages"
"q.2","NHS-C024",0.0760586710352473,-0.12737222564599,0.278294127642818,0.45875,0.817306858885867,0.658952354266692,0.941241700983401,-1.63388356165175,1.63182415383626,-0.0019388831548375,-0.00251292578924753,-0.0146982394256744,-4.81404362284483e-05,-0.0192798315901847,-0.00251292578924753,-0.0161228860051522,"NHS-R25","Asia","Southeast Asia","horticulturalists",5,114
"q.2","NHS-C027",-0.254540059978263,-0.726690613938385,0.218778507111865,0.288916666666667,0.829561450529714,0.565323994745628,1.11270676658083,-1.87222210960807,1.47238552694423,0.00100523931866552,-0.011777793086474,NA,-4.81404362284483e-05,-0.0192798315901847,-0.011777793086474,-0.0191467915960297,"NHS-R24","Asia","South Asia","hunter-gatherers",6,20
"q.2","NHS-C029",-0.236362183925513,-0.673877334663846,0.195247300987671,0.2825,1.14796562219718,0.82768768591764,1.43361139869605,-2.6981320531558,1.71185522205919,0.00122040601716029,-0.000464876687932693,-0.0194470664379014,-0.000133323952850969,-0.00750529685137161,-0.000464876687932693,0.0438207240148622,"NHS-R10","South America","Eastern South America","intensive agriculturalists",5,26
"q.2","NHS-C032",-0.157220133955701,-0.640329820608707,0.328410130941108,0.520166666666667,0.881489968097498,0.599198747785826,1.16030570695405,-1.77617415990315,1.58418248999333,0.000620732803953536,0.0034125361356066,-0.0024803864910257,-4.81404362284483e-05,0.0352505150853076,0.0034125361356066,-0.0161228860051522,"NHS-R05","Africa","Central Africa","horticulturalists",10,20
"q.2","NHS-C033",0.0126973341183473,-0.350677516667454,0.373729691960618,0.946,0.883497543217731,0.674572071158428,1.10584333287315,-1.946007590762,1.63074050403045,-0.000246375717443823,-0.000464876687932693,-0.00205977062603256,-0.000133323952850969,-0.00750529685137161,-0.000464876687932693,-0.0113021500140802,"NHS-R10","South America","Eastern South America","other subsistence combinations",5,35
"q.2","NHS-C036",-0.049761707105212,-0.175908502166325,0.0724459453202964,0.431583333333333,0.839295633096202,0.693355775475867,0.936177463674513,-1.85654511490746,1.44946513383901,0.00371435484538308,0.0145800066434389,-0.00809015276324712,-0.000133323952850969,0.0307945712947918,0.0145800066434389,-0.0191467915960297,"NHS-R21","North America","Plains and Plateau","hunter-gatherers",19,315
"q.2","NHS-C037",0.352536124687935,-0.0807893294175001,0.782703478434915,0.110083333333333,0.883145460451588,0.595174885110827,1.13079630720099,-1.51670506772815,1.9985728626495,-0.00214109059880301,-0.00214109059880301,-0.0194470664379014,-4.81404362284483e-05,-0.00214109059880301,-0.00214109059880301,-0.0145073279607765,"NHS-R15","Middle East","Middle East","pastoralists",2,27
"q.2","NHS-C042",0.399543524897885,0.186360650699842,0.619941512843685,8.33333333334352e-05,0.851901095226396,0.692599115866563,1.0042418208276,-1.38418559012436,1.97957069426009,-0.00919321341482916,-0.0129845393846601,-0.00809015276324712,-0.000133323952850969,0.0307945712947918,-0.0129845393846601,-0.0191467915960297,"NHS-R02","North America","Arctic and Subarctic","hunter-gatherers",13,106
"q.2","NHS-C048",0.17611856674987,-0.115306418002358,0.467607892914717,0.237083333333333,0.926232391177345,0.712974456598261,1.14918528881207,-1.69412680901156,1.95687283285338,-0.00249886577696107,0.00757126289975202,-0.0024803864910257,-4.81404362284483e-05,0.0352505150853076,0.00757126289975202,-0.0161228860051522,"NHS-R30","Africa","Western Africa","horticulturalists",15,63
"q.2","NHS-C050",0.356563500710591,-1.18813613812424,1.85933667373193,0.638916666666667,0.490109280656153,0.0223778910175145,1.32695299497182,-0.892457492784942,1.67267253847328,-0.000252917274359652,-0.011777793086474,-0.0194470664379014,-4.81404362284483e-05,-0.0192798315901847,-0.011777793086474,0.0438207240148622,"NHS-R24","Asia","South Asia","intensive agriculturalists",1,2
"q.2","NHS-C052",-0.366896360784006,-0.884351723534113,0.14221693734495,0.154,0.873519367463777,0.628718042177652,1.1090796590775,-2.04883118259519,1.30842234117059,0.00126219277752866,-0.00915860986429563,-0.0146982394256744,-0.000133323952850969,-0.00425797417817538,-0.00915860986429563,-0.0113021500140802,"NHS-R22","Oceania","Polynesia","other subsistence combinations",4,17
"q.2","NHS-C055",-0.748558781171092,-2.81466707917392,1.30273565652011,0.472583333333333,NA,NA,NA,-1.74745622343348,0.311607378349666,6.56965319311121e-05,6.56965319311121e-05,-0.00172725725136942,-0.000133323952850969,-0.0112135834822426,6.56965319311121e-05,-0.0161228860051522,"NHS-R12","Middle America and the Caribbean","Maya Area","horticulturalists",1,1
"q.2","NHS-C056",0.254890186521718,0.0370682153616899,0.480200962208043,0.0234166666666666,0.823382490267005,0.65309642514346,0.973825820748615,-1.46319579741667,1.82205437704472,-0.00559013977363985,-0.00446176669288835,-0.00234452647031785,-4.81404362284483e-05,0.0352505150853076,-0.00446176669288835,-0.0145073279607765,"NHS-R09","Africa","Eastern Africa","pastoralists",16,101
"q.2","NHS-C058",0.158918157638566,-0.0748477877854853,0.399386808895137,0.187083333333333,0.87546991965396,0.694637006213549,1.0259142805574,-1.57809965978626,1.85554070747754,-0.00298181970399369,0.0145800066434389,NA,-0.000133323952850969,0.0307945712947918,0.0145800066434389,-0.0191467915960297,"NHS-R21","North America","Plains and Plateau","hunter-gatherers",5,84
"q.2","NHS-C059",-0.0860810196682589,-0.322903228227043,0.156598055871378,0.482333333333333,0.816979510194888,0.645304241523232,0.980742696781384,-1.71577236727218,1.58724568191965,0.00145647924449014,0.00143673988027124,-0.00234452647031785,-4.81404362284483e-05,0.0352505150853076,0.00143673988027124,-0.0145073279607765,"NHS-R17","Africa","Northern Africa","pastoralists",6,77
"q.2","NHS-C064",-0.0691974167325188,-0.481110987646324,0.335290484941011,0.741833333333333,1.02737394929445,0.775755912700906,1.2572271716422,-2.02537561655099,1.72888773155121,0.000288577712632729,0.000288577712632729,-0.0146982394256744,-0.000133323952850969,-0.00425797417817538,0.000288577712632729,-0.0113021500140802,"NHS-R14","Oceania","Micronesia","other subsistence combinations",3,28
"q.2","NHS-C066",-0.200710751487437,-0.454268167945069,0.0484188631389416,0.117,0.851708720399116,0.694441555325165,0.977367446150961,-1.93505127011968,1.44668261520543,0.00354473380708901,0.00757126289975202,-0.00234452647031785,-4.81404362284483e-05,0.0352505150853076,0.00757126289975202,-0.0113021500140802,"NHS-R30","Africa","Western Africa","other subsistence combinations",10,85
"q.2","NHS-C067",-0.211945778786553,-0.342026794152752,-0.0872335740103107,0.00075,0.869535709963229,0.70972865794048,0.987607867085241,-2.08722220409784,1.35193259278541,0.0137298726161037,0.0137298726161037,0.0131581363867767,-0.000133323952850969,0.0307945712947918,0.0137298726161037,0.0438207240148622,"NHS-R29","North America","Southwest and Basin","intensive agriculturalists",26,288
"q.2","NHS-C068",-0.213360966359655,-0.901654191968135,0.453667470060558,0.53525,0.725132430336987,0.41449412469702,1.06236790547968,-1.66966348325395,1.25960610255312,0.000426867441106645,0.0197722465639717,-0.0024803864910257,-4.81404362284483e-05,0.0352505150853076,0.0197722465639717,-0.0113021500140802,"NHS-R27","Africa","Southern Africa","other subsistence combinations",5,11
"q.2","NHS-C070",-0.191904624628448,-0.328341885918408,-0.0524845317551717,0.00691666666666667,0.934621340732956,0.77726497190327,1.04022410338832,-2.06865486749395,1.53981259191069,0.0125073671911687,0.0145800066434389,0.0108949452616448,-0.000133323952850969,0.0307945712947918,0.0145800066434389,0.0157549714078184,"NHS-R21","North America","Plains and Plateau","primarily hunter-gatherers",10,288
"q.2","NHS-C073",0.34796801174261,0.194176954894783,0.504252232576054,0,0.846766865011083,0.698205097037547,0.960988187970781,-1.39315979103476,1.91822674432903,-0.0162349686669486,0.00757126289975202,-0.0024803864910257,-4.81404362284483e-05,0.0352505150853076,0.00757126289975202,-0.0161228860051522,"NHS-R30","Africa","Western Africa","horticulturalists",11,211
"q.2","NHS-C074",-0.371606676999234,-0.70292996009885,-0.0526022071920427,0.0219166666666667,0.917801017379743,0.717023734933776,1.1216683426827,-2.24920038086758,1.32085336787459,0.00353515122100336,0.00353515122100336,-0.0106730966094334,-0.000133323952850969,-0.00750529685137161,0.00353515122100336,-0.0161228860051522,"NHS-R20","South America","Northwestern South America","horticulturalists",7,46
"q.2","NHS-C075",0.148134429931048,-0.378928277779038,0.684723153987206,0.581916666666667,0.900656695675241,0.620651234274858,1.23985796448605,-1.79701912217181,1.77201474884817,-0.000498221299127709,0.000103633153225556,-0.00230981569284001,-4.81404362284483e-05,-0.0192798315901847,0.000103633153225556,0.0438207240148622,"NHS-R08","Asia","East Asia","intensive agriculturalists",8,16
"q.2","NHS-C077",-0.0474211859109534,-0.253125032932325,0.1633579497154,0.652833333333333,0.860722679887611,0.699824514430872,1.01017276058216,-1.75371214447334,1.69572972033921,0.00123060459013451,0.00123060459013451,-0.000580486209300445,-0.000133323952850969,-0.00425797417817538,0.00123060459013451,-0.0191467915960297,"NHS-R03","Oceania","Australia","hunter-gatherers",13,114
"q.2","NHS-C078",0.346863470333523,-0.012162156740279,0.706423574139374,0.0595833333333333,0.805009756194174,0.612794225250859,0.991819450096511,-1.31124355501725,1.9226824357154,-0.0030030924343209,-0.0030030924343209,-0.0194470664379014,-4.81404362284483e-05,-0.00871018675832801,-0.0030030924343209,-0.0113021500140802,"NHS-R04","Europe","British Isles","other subsistence combinations",9,38
"q.2","NHS-C079",-0.229670622159411,-0.690021072801236,0.230177756062682,0.323,0.802750726870254,0.560605244634146,1.04690409037385,-1.97496050620501,1.25116265492771,0.00100360698816942,-0.00446176669288835,-0.00077589050983816,-4.81404362284483e-05,0.0352505150853076,-0.00446176669288835,-0.0145073279607765,"NHS-R09","Africa","Eastern Africa","pastoralists",4,21
"q.2","NHS-C080",0.00266738499135499,-0.147508927578746,0.150635969921448,0.965166666666667,0.882513965098733,0.720114158631614,0.999556048436781,-1.76872455689278,1.68937719106117,-0.00044327588219502,-0.00044327588219502,-0.00233224640274635,-0.000133323952850969,0.0307945712947918,-0.00044327588219502,-0.0191467915960297,"NHS-R19","North America","Northwest Coast and California","hunter-gatherers",17,207
"q.2","NHS-C081",0.206480824914745,-0.0521190570477402,0.473360013074687,0.12,0.776968487812367,0.622596636530426,0.927389732156336,-1.30054661356988,1.79090688837939,-0.00282529415874791,-0.00251292578924753,-0.0146982394256744,-4.81404362284483e-05,-0.0192798315901847,-0.00251292578924753,-0.0161228860051522,"NHS-R25","Asia","Southeast Asia","horticulturalists",12,62
"q.2","NHS-C082",0.294820734938924,0.121972653307475,0.472256098209722,0.00099999999999989,0.792622497857534,0.648779307956286,0.897792286421547,-1.35219014163255,1.79640833910514,-0.0122266286864596,-0.0122266286864596,-0.0106730966094334,-0.000133323952850969,-0.0112135834822426,-0.0122266286864596,-0.0161228860051522,"NHS-R06","Middle America and the Caribbean","Central America","horticulturalists",18,184
"q.2","NHS-C083",0.168630884049853,0.0269013934264565,0.306873640116486,0.0191666666666668,0.821107106890803,0.675833266377778,0.926072985198486,-1.49757910718197,1.73422866746031,-0.0119903194822851,-0.011777793086474,-0.0147909341218459,-4.81404362284483e-05,-0.0192798315901847,-0.011777793086474,0.0438207240148622,"NHS-R24","Asia","South Asia","intensive agriculturalists",7,310
"q.2","NHS-C084",-0.536079289946065,-0.733669879170205,-0.33556919416398,0,1.08638445995646,0.869444908588721,1.22778347800873,-2.59057478681727,1.50320254647429,0.0246731375935036,0.00757126289975202,0.023377508533469,-4.81404362284483e-05,0.0352505150853076,0.00757126289975202,0.0438207240148622,"NHS-R30","Africa","Western Africa","intensive agriculturalists",11,209
"q.2","NHS-C085",-0.238322222121175,-0.517651515868665,0.0333605861049877,0.0865,1.15088560452912,0.907696517853042,1.33008147457466,-3.28648289254738,1.51336847345126,0.00282250845956715,-0.00251292578924753,0.00106974761974279,-4.81404362284483e-05,-0.0192798315901847,-0.00251292578924753,0.0438207240148622,"NHS-R25","Asia","Southeast Asia","intensive agriculturalists",7,59
"q.2","NHS-C086",-0.21908927190116,-0.71054165336524,0.271749817459354,0.375,0.898449305867652,0.629905790592936,1.16819936816882,-2.01589372121386,1.45183756020441,0.000787898959642866,0.000787898959642866,0.0131581363867767,-0.000133323952850969,-0.0112135834822426,0.000787898959642866,0.000787898959642866,"NHS-R18","Middle America and the Caribbean","Northern Mexico","agro-pastoralists",3,20
"q.2","NHS-C087",-0.707033225194395,-1.71126106122252,0.301962408911177,0.168916666666667,0.984112462622042,0.50234643260047,1.49488976826654,-2.32520838584031,1.07837462947455,0.000513540862534574,0.000103633153225556,-0.00134771287358284,-4.81404362284483e-05,-0.0192798315901847,0.000103633153225556,0.0438207240148622,"NHS-R08","Asia","East Asia","intensive agriculturalists",1,4
"q.2","NHS-C088",0.00246271104326052,-1.23438861697479,1.22642948586446,0.999166666666667,0.615361598820152,0.122946238654589,1.2777873503788,-1.26466841110128,1.42541365833604,-0.000107016916438304,0.00143673988027124,-0.00234452647031785,-4.81404362284483e-05,0.0352505150853076,0.00143673988027124,0.0438207240148622,"NHS-R17","Africa","Northern Africa","intensive agriculturalists",3,3
"q.2","NHS-C091",0.210612849608181,-0.432272824152904,0.869219719927736,0.526666666666667,0.610773312210607,0.348037152524522,0.881727722141214,-1.01353801101274,1.52318734701964,-0.000588597993153558,-0.011777793086474,-0.0147909341218459,-4.81404362284483e-05,-0.0192798315901847,-0.011777793086474,-0.0113021500140802,"NHS-R24","Asia","South Asia","other subsistence combinations",3,11
"q.2","NHS-C092",-0.156395001094352,-0.397669661396973,0.0859094427175024,0.2055,0.854264349413447,0.681037255794778,1.003084096597,-1.85560348709128,1.4725754638034,0.00268042513376785,0.0034125361356066,-0.0024803864910257,-4.81404362284483e-05,0.0352505150853076,0.0034125361356066,-0.0191467915960297,"NHS-R05","Africa","Central Africa","hunter-gatherers",5,83
"q.2","NHS-C095",0.178778116724514,-0.0622609047759253,0.423957733227725,0.141916666666667,0.927922708487317,0.728905998832417,1.08458575738124,-1.72273506242515,1.91789212640351,-0.00361146795348281,-0.0129845393846601,-0.00552488938121844,-0.000133323952850969,0.0307945712947918,-0.0129845393846601,-0.0191467915960297,"NHS-R02","North America","Arctic and Subarctic","hunter-gatherers",10,91
"q.2","NHS-C097",-0.428917019499994,-0.833585499929244,-0.0388582830522527,0.02975,0.879717790368309,0.648619161975124,1.08723746291705,-2.17401505441112,1.28507261596711,0.00287208415981484,-0.00303937167147986,0.00113041860753669,-0.000133323952850969,-0.00750529685137161,-0.00303937167147986,0.0157549714078184,"NHS-R28","South America","Southern South America","primarily hunter-gatherers",4,33
"q.2","NHS-C098",-0.910261150737768,-1.48888699539216,-0.372052032794107,0.000916666666666667,0.963461469434864,0.686159369543618,1.36372670563091,-2.60944943431832,1.10991354581433,0.00299728367444727,0.00299728367444727,0.00126490752376218,-0.000133323952850969,-0.00750529685137161,0.00299728367444727,-0.0161228860051522,"NHS-R07","South America","Central Andes","horticulturalists",7,16
"q.2","NHS-C100",0.210663096383215,-0.162328159487093,0.597949902588448,0.275,0.988462726783641,0.762923064124059,1.24043393132417,-2.01130356644088,1.94689222504576,-0.00162787248109979,-0.00350524260838469,-0.00347230267048304,-4.81404362284483e-05,-0.0192798315901847,-0.00350524260838469,-0.0113021500140802,"NHS-R16","Asia","North Asia","other subsistence combinations",6,34
"q.2","NHS-C108",0.271749330544184,0.0276314483452474,0.517965182019962,0.0284166666666668,0.847860204410512,0.672047949872462,1.0005579668908,-1.44642807090265,1.85952202202039,-0.0054276283317494,0.00757126289975202,-0.0024803864910257,-4.81404362284483e-05,0.0352505150853076,0.00757126289975202,-0.0161228860051522,"NHS-R30","Africa","Western Africa","horticulturalists",14,88
"q.2","NHS-C111",0.0839362051800311,-0.152327779045645,0.320316629103444,0.4765,1.02161781011595,0.808796872975086,1.19941500647518,-2.36840208514967,1.85501175611287,-0.00162210011033257,-0.000464876687932693,-0.00348720853270227,-0.000133323952850969,-0.00750529685137161,-0.000464876687932693,-0.0191467915960297,"NHS-R10","South America","Eastern South America","hunter-gatherers",9,85
"q.2","NHS-C114",0.00657275297706537,-0.428393123874099,0.434980505317045,0.974833333333333,0.833897945312421,0.55587913369209,1.08471687505599,-1.6067935402248,1.68039791384906,-7.70181380523688e-05,-0.00446176669288835,-0.00234452647031785,-4.81404362284483e-05,0.0352505150853076,-0.00446176669288835,0.0438207240148622,"NHS-R09","Africa","Eastern Africa","intensive agriculturalists",2,24
"q.2","NHS-C115",-0.234747368118997,-0.538750552801163,0.0618907793821429,0.122083333333333,1.0106975247275,0.80186493405493,1.21418614787895,-2.13856858304484,1.68962294889813,0.00246143957169109,-0.0105552854270201,0.000703512048155613,-0.000133323952850969,-0.00750529685137161,-0.0105552854270201,-0.0113021500140802,"NHS-R01","South America","Amazon and Orinoco","other subsistence combinations",9,51
"q.2","NHS-C116",-0.185014280481725,-0.610708840824682,0.255263460469809,0.39625,0.911993014666343,0.667313904031915,1.1307740986559,-2.1929512003904,1.44386642045119,0.00077491730003168,-0.0105552854270201,-0.0010101580345599,-0.000133323952850969,-0.00750529685137161,-0.0105552854270201,-0.0161228860051522,"NHS-R01","South America","Amazon and Orinoco","horticulturalists",5,22
"q.3","NHS-C001",0.506663950783575,-0.0653845029951929,1.09323066800946,0.0845833333333332,0.780175113701029,0.493626335585517,1.12842062748544,-0.943150236176221,2.200928032819,-0.00130070452347033,-0.00287277378161391,0.00282438537015332,0.0889418528573696,-0.00348249113015867,-0.00287277378161391,-0.0302889767302064,"NHS-R13","Oceania","Melanesia","intensive agriculturalists",4,13
"q.3","NHS-C002",-0.217434238227303,-0.417854568213757,-0.0180622289814511,0.0325,0.843305603130613,0.684901715320725,0.962215659303114,-1.86604711927793,1.44526813198114,0.00580933858318572,0.00580933858318572,0.0101986912314043,0.0889418528573696,0.0491053583570762,0.00580933858318572,0.0490902073120297,"NHS-R11","North America","Eastern Woodlands","horticulturalists",16,121
"q.3","NHS-C003",0.0241134190828577,-0.18601115015935,0.240064229558147,0.825333333333333,0.653329320289329,0.514270612333164,0.778583415880056,-1.32501984537466,1.29435997175624,-0.000708701165668985,-0.00166116859615036,-0.000363906425108156,-0.0732492186261068,-0.00697608008999444,-0.00166116859615036,0.0490902073120297,"NHS-R27","Africa","Southern Africa","horticulturalists",4,126
"q.3","NHS-C004",-0.113570029803397,-0.512610697691128,0.275019776940599,0.572333333333333,0.898677649697328,0.68536727897194,1.11881802294354,-1.83082308793424,1.74576205146571,0.0007302695224036,-0.0406597321992031,0.00426840237653289,-0.0732492186261068,-0.0313911392284733,-0.0406597321992031,0.0490902073120297,"NHS-R24","Asia","South Asia","horticulturalists",9,29
"q.3","NHS-C006",0.215472364407682,-0.148437387193647,0.593666761192745,0.25375,1.08917988868029,0.842122397224104,1.34940691942696,-1.87510536546068,2.3489597507833,-0.00154786081403582,-0.00287277378161391,0.0170133643483683,0.0889418528573696,-0.00348249113015867,-0.00287277378161391,0.0490902073120297,"NHS-R13","Oceania","Melanesia","horticulturalists",12,33
"q.3","NHS-C007",0.0866879380080133,-0.131719845051325,0.302318471845577,0.429166666666667,0.852730268738546,0.703119634769316,1.00128065292939,-1.5725504803676,1.75370206527307,-0.00180108387192155,-0.00180108387192155,0.0023921177572196,-0.0732492186261068,-0.00717549012474206,-0.00180108387192155,-0.0237196658987906,"NHS-R23","Europe","Scandinavia","pastoralists",10,100
"q.3","NHS-C008",0.0169486120532497,-0.48544253163402,0.52940325828943,0.948333333333333,0.953361316378777,0.709846968494658,1.22971280097677,-1.77456488568883,1.87353939139511,-5.74961795035637e-05,0.0145497236757162,0.0170133643483683,-0.0732492186261068,-0.0313911392284733,0.0145497236757162,-0.0302889767302064,"NHS-R25","Asia","Southeast Asia","intensive agriculturalists",8,19
"q.3","NHS-C009",0.709076072752775,0.524745065115904,0.892801854457192,0,1.23563878630899,1.04565499158254,1.39949418916438,-1.244357263366,3.29555649711028,-0.0252117151680193,-0.0265426589812798,-0.0335699352595581,0.0889418528573696,-0.00600059926027335,-0.0265426589812798,-0.0276537222109971,"NHS-R01","South America","Amazon and Orinoco","other subsistence combinations",5,163
"q.3","NHS-C011",-0.129931245122876,-0.626079988053284,0.370429734256193,0.60975,0.810033331692385,0.547248581356725,1.04078048723438,-1.57591208018706,1.56107389558224,0.0005351128980123,0.017359731801362,0.00470723191313529,-0.0732492186261068,-0.00697608008999444,0.017359731801362,-0.0302889767302064,"NHS-R30","Africa","Western Africa","intensive agriculturalists",5,19
"q.3","NHS-C014",-0.0792203018580084,-0.302095099164405,0.142837721323303,0.49225,0.952680761262488,0.782851370227309,1.09498578005012,-1.9920844827828,1.67247890825182,0.00172176106630471,-0.000240995630323776,0.0170133643483683,0.0889418528573696,-0.00348249113015867,-0.000240995630323776,0.0490902073120297,"NHS-R22","Oceania","Polynesia","horticulturalists",13,106
"q.3","NHS-C016",0.137014990946707,-0.203600908813729,0.472746572024359,0.43175,0.916370663046509,0.698095910093981,1.11220727021489,-1.69870742338162,1.88898109166454,-0.00139544313146625,-0.0024827307894576,0.00275734475541426,-0.0732492186261068,-0.0313911392284733,-0.0024827307894576,-0.0237196658987906,"NHS-R16","Asia","North Asia","pastoralists",7,46
"q.3","NHS-C017",0.0648425119014841,-0.336755958237931,0.482836057678565,0.758333333333333,0.837949733981075,0.624676290370425,1.10686554553312,-1.56933255406394,1.71442442025662,-0.000420841091489718,-0.011678716389,-0.000363906425108156,-0.0732492186261068,-0.00697608008999444,-0.011678716389,-0.0302889767302064,"NHS-R09","Africa","Eastern Africa","intensive agriculturalists",12,30
"q.3","NHS-C022",-0.411329808458407,-0.635910333732831,-0.186718000352391,0.00025,0.714736489347846,0.561853004755414,0.837148351310582,-1.80685935682098,1.01749273970474,0.00795074808283552,0.0108300545613868,0.012358313154265,0.0889418528573696,-0.00600059926027335,0.0108300545613868,0.0525095197825099,"NHS-R28","South America","Southern South America","hunter-gatherers",4,89
"q.3","NHS-C023",0.302909072056494,0.0298912855816073,0.590572050058955,0.0280833333333332,0.855561275022257,0.687131692208322,1.02321572871952,-1.35614342701127,1.99958664511825,-0.00421161634183738,-0.00421161634183738,-0.0335699352595581,-0.0732492186261068,-0.00717549012474206,-0.00421161634183738,-0.0302889767302064,"NHS-R26","Europe","Southeastern Europe","intensive agriculturalists",13,65
"q.3","NHS-C024",-0.333338102175715,-0.537153305498953,-0.13939733617276,5e-04,0.874998631863289,0.710307669121107,1.02599923661024,-2.05500284635958,1.3270809675519,0.00825116952726422,0.0145497236757162,0.0170133643483683,-0.0732492186261068,-0.0313911392284733,0.0145497236757162,0.0490902073120297,"NHS-R25","Asia","Southeast Asia","horticulturalists",5,114
"q.3","NHS-C027",0.114465019694444,-0.360609606875602,0.60018767271483,0.638833333333333,0.742613094825899,0.50333510292164,1.01679626008331,-1.30016168585516,1.68928410991351,-0.000465282339313708,-0.0406597321992031,NA,-0.0732492186261068,-0.0313911392284733,-0.0406597321992031,0.0525095197825099,"NHS-R24","Asia","South Asia","hunter-gatherers",6,20
"q.3","NHS-C029",0.668487350447689,0.256353129995917,1.10550721416137,0.00141666666666662,1.15989399362409,0.885419790832299,1.41702285529272,-1.79672694931712,2.84336023698292,-0.00363952467068322,0.00694769226905648,-0.0335699352595581,0.0889418528573696,-0.00600059926027335,0.00694769226905648,-0.0302889767302064,"NHS-R10","South America","Eastern South America","intensive agriculturalists",5,26
"q.3","NHS-C032",-0.0190779168026123,-0.508323092034878,0.45750541096211,0.942666666666667,0.933859818046473,0.697938618549516,1.18455313562931,-1.99422760254887,1.78462376146493,5.67395867290878e-05,-0.00134616142207015,-0.000363906425108156,-0.0732492186261068,-0.00697608008999444,-0.00134616142207015,0.0490902073120297,"NHS-R05","Africa","Central Africa","horticulturalists",10,20
"q.3","NHS-C033",-0.276121418092178,-0.639953974135723,0.0828419515835514,0.132916666666667,0.856969511166059,0.650957733395956,1.09555228117274,-1.91834581370779,1.39076342232622,0.00201814189779461,0.00694769226905648,0.00623861735060236,0.0889418528573696,-0.00600059926027335,0.00694769226905648,-0.0276537222109971,"NHS-R10","South America","Eastern South America","other subsistence combinations",5,35
"q.3","NHS-C036",-0.283357170277751,-0.407464132792812,-0.155572991890396,0,0.777878488509926,0.630755289370566,0.884906046676261,-1.77404607400252,1.28393356514105,0.0202145974629992,0.0172814924411903,0.0293689014630904,0.0889418528573696,0.0491053583570762,0.0172814924411903,0.0525095197825099,"NHS-R21","North America","Plains and Plateau","hunter-gatherers",19,315
"q.3","NHS-C037",0.262830741799793,-0.163690912833958,0.704974119523279,0.233833333333333,0.80140309813333,0.55146651056612,1.05925217366245,-1.34964856340172,1.84956857608206,-0.0014811895514861,-0.0014811895514861,-0.0335699352595581,-0.0732492186261068,-0.0014811895514861,-0.0014811895514861,-0.0237196658987906,"NHS-R15","Middle East","Middle East","pastoralists",2,27
"q.3","NHS-C042",-0.138637023145039,-0.347877980366291,0.0700254537734139,0.189083333333333,0.884742442993903,0.720216334940262,1.02580495040811,-1.89781545565534,1.51869986202085,0.00326497826248289,-7.88097985150326e-05,0.0293689014630904,0.0889418528573696,0.0491053583570762,-7.88097985150326e-05,0.0525095197825099,"NHS-R02","North America","Arctic and Subarctic","hunter-gatherers",13,106
"q.3","NHS-C048",0.289232109707894,0.0166293224288645,0.570377077265546,0.0379166666666666,0.866565714682573,0.697381969773666,1.08925873856479,-1.32374026718527,2.08189238858321,-0.00392883134174971,0.017359731801362,-0.000363906425108156,-0.0732492186261068,-0.00697608008999444,0.017359731801362,0.0490902073120297,"NHS-R30","Africa","Western Africa","horticulturalists",15,63
"q.3","NHS-C050",0.0901081515539789,-1.38939273903525,1.59720389277302,0.91425,0.519218610666749,0.013233457304171,1.43647419684333,-1.09544888775879,1.26373079717107,-2.52665191779599e-05,-0.0406597321992031,-0.0335699352595581,-0.0732492186261068,-0.0313911392284733,-0.0406597321992031,-0.0302889767302064,"NHS-R24","Asia","South Asia","intensive agriculturalists",1,2
"q.3","NHS-C052",0.521238678484613,0.0240830252539146,1.03288311069583,0.0387500000000001,0.868902844442625,0.608336034923917,1.16952688749856,-1.32993201833791,2.04853876188419,-0.00191403103449444,-0.000240995630323776,0.0170133643483683,0.0889418528573696,-0.00348249113015867,-0.000240995630323776,-0.0276537222109971,"NHS-R22","Oceania","Polynesia","other subsistence combinations",4,17
"q.3","NHS-C055",-0.560178659657958,-2.54662358141637,1.43504640529786,0.574916666666667,NA,NA,NA,-1.52514845556771,0.577500885891137,0.000111109742918261,0.000111109742918261,0.00425733942910946,0.0889418528573696,0.0159694095005707,0.000111109742918261,0.0490902073120297,"NHS-R12","Middle America and the Caribbean","Maya Area","horticulturalists",1,1
"q.3","NHS-C056",0.516245884181576,0.299338005014382,0.738788386396636,0,0.937204827058361,0.758705899654717,1.08975587977119,-1.15222430074118,2.4980405422249,-0.0112675147572585,-0.011678716389,-0.00889717430730777,-0.0732492186261068,-0.00697608008999444,-0.011678716389,-0.0237196658987906,"NHS-R09","Africa","Eastern Africa","pastoralists",16,101
"q.3","NHS-C058",-0.247876032512359,-0.488919705508129,-0.0066581468371461,0.0450833333333333,0.950963235346144,0.775352775429965,1.09812711459711,-2.152491012213,1.50970879681429,0.00461817773427841,0.0172814924411903,NA,0.0889418528573696,0.0491053583570762,0.0172814924411903,0.0525095197825099,"NHS-R21","North America","Plains and Plateau","hunter-gatherers",5,84
